particle_type,momentum,photon_hits,is_pi,is_K,is_electron,is_muon,is_proton
muon,24.32734490620262,13,0.0,0.0,0.0,1.0,0.0
muon,28.123090495293937,14,0.0,0.0,0.0,1.0,0.0
muon,55.535766633980465,13,0.0,0.0,0.0,1.0,0.0
muon,5.297850852951871,6,0.0,0.0,0.0,1.0,0.0
muon,11.204945732279738,13,0.0,0.0,0.0,1.0,0.0
muon,87.04137716996334,14,0.0,0.0,0.0,1.0,0.0
muon,74.03400848601466,16,0.0,0.0,0.0,1.0,0.0
muon,35.76703623277597,17,0.0,0.0,0.0,1.0,0.0
muon,61.14432262011663,17,0.0,0.0,0.0,1.0,0.0
muon,54.096678030847634,21,0.0,0.0,0.0,1.0,0.0
muon,59.886608625235354,18,0.0,0.0,0.0,1.0,0.0
muon,48.85950012441623,14,0.0,0.0,0.0,1.0,0.0
muon,9.975527063604176,12,0.0,0.0,0.0,1.0,0.0
muon,42.93808375997183,18,0.0,0.0,0.0,1.0,0.0
muon,2.767360547277347,0,0.0,0.0,0.0,1.0,0.0
muon,71.95851717326899,7,0.0,0.0,0.0,1.0,0.0
muon,61.90780600787005,14,0.0,0.0,0.0,1.0,0.0
muon,59.562518141729896,16,0.0,0.0,0.0,1.0,0.0
muon,27.72431904159019,10,0.0,0.0,0.0,1.0,0.0
muon,50.93426497343496,22,0.0,0.0,0.0,1.0,0.0
muon,75.6545737788906,16,0.0,0.0,0.0,1.0,0.0
muon,79.52395439308378,13,0.0,0.0,0.0,1.0,0.0
muon,7.359024462460815,8,0.0,0.0,0.0,1.0,0.0
muon,64.89216082390163,17,0.0,0.0,0.0,1.0,0.0
muon,99.40838321103283,12,0.0,0.0,0.0,1.0,0.0
proton,45.76335137691186,13,0.0,0.0,0.0,0.0,1.0
proton,86.88938045596555,15,0.0,0.0,0.0,0.0,1.0
proton,76.20036576023037,15,0.0,0.0,0.0,0.0,1.0
proton,22.191957323805806,0,0.0,0.0,0.0,0.0,1.0
proton,74.3131693154263,9,0.0,0.0,0.0,0.0,1.0
proton,20.971175136945522,0,0.0,0.0,0.0,0.0,1.0
proton,62.16196315451658,7,0.0,0.0,0.0,0.0,1.0
proton,60.9546787748901,12,0.0,0.0,0.0,0.0,1.0
proton,90.60697708989399,14,0.0,0.0,0.0,0.0,1.0
proton,17.12942784698196,0,0.0,0.0,0.0,0.0,1.0
proton,23.26960778922344,0,0.0,0.0,0.0,0.0,1.0
proton,41.326257047694284,11,0.0,0.0,0.0,0.0,1.0
proton,52.19485773907239,8,0.0,0.0,0.0,0.0,1.0
proton,39.66195239669711,5,0.0,0.0,0.0,0.0,1.0
proton,91.76758616972536,13,0.0,0.0,0.0,0.0,1.0
proton,30.553455279901566,1,0.0,0.0,0.0,0.0,1.0
proton,59.9412622762707,11,0.0,0.0,0.0,0.0,1.0
proton,27.81675143204488,0,0.0,0.0,0.0,0.0,1.0
proton,73.43076564581614,14,0.0,0.0,0.0,0.0,1.0
proton,56.17977820762348,12,0.0,0.0,0.0,0.0,1.0
proton,76.93173897083281,14,0.0,0.0,0.0,0.0,1.0
proton,83.20660048920455,18,0.0,0.0,0.0,0.0,1.0
proton,62.41778703545945,10,0.0,0.0,0.0,0.0,1.0
proton,68.23281973750412,10,0.0,0.0,0.0,0.0,1.0
proton,61.07440759430495,5,0.0,0.0,0.0,0.0,1.0
proton,10.771440231558294,0,0.0,0.0,0.0,0.0,1.0
proton,54.40233441757837,4,0.0,0.0,0.0,0.0,1.0
proton,92.7899978139546,10,0.0,0.0,0.0,0.0,1.0
proton,54.20322001087483,8,0.0,0.0,0.0,0.0,1.0
proton,92.23941236502387,11,0.0,0.0,0.0,0.0,1.0
proton,12.804073422723732,0,0.0,0.0,0.0,0.0,1.0
proton,45.10669636599109,4,0.0,0.0,0.0,0.0,1.0
proton,72.86339202297086,13,0.0,0.0,0.0,0.0,1.0
proton,97.29789794304264,18,0.0,0.0,0.0,0.0,1.0
proton,37.74383302597152,3,0.0,0.0,0.0,0.0,1.0
proton,22.584689161843524,0,0.0,0.0,0.0,0.0,1.0
proton,83.73512431741123,7,0.0,0.0,0.0,0.0,1.0
proton,5.15109440659316,0,0.0,0.0,0.0,0.0,1.0
proton,73.94865110369892,8,0.0,0.0,0.0,0.0,1.0
proton,56.592433734365414,10,0.0,0.0,0.0,0.0,1.0
proton,94.86659823050512,20,0.0,0.0,0.0,0.0,1.0
proton,26.1184102651213,0,0.0,0.0,0.0,0.0,1.0
proton,61.79882934560244,11,0.0,0.0,0.0,0.0,1.0
proton,64.87522220642578,19,0.0,0.0,0.0,0.0,1.0
proton,46.801158689408034,14,0.0,0.0,0.0,0.0,1.0
proton,88.04493065337608,13,0.0,0.0,0.0,0.0,1.0
proton,36.30788856432395,8,0.0,0.0,0.0,0.0,1.0
proton,49.59619651160388,8,0.0,0.0,0.0,0.0,1.0
proton,21.239265071792207,0,0.0,0.0,0.0,0.0,1.0
proton,81.81756513650514,11,0.0,0.0,0.0,0.0,1.0
proton,75.04314427509296,9,0.0,0.0,0.0,0.0,1.0
proton,85.14257118095496,11,0.0,0.0,0.0,0.0,1.0
proton,49.12406191417821,8,0.0,0.0,0.0,0.0,1.0
proton,61.98911889913161,11,0.0,0.0,0.0,0.0,1.0
proton,69.22006384564317,12,0.0,0.0,0.0,0.0,1.0
proton,80.92723695057978,19,0.0,0.0,0.0,0.0,1.0
proton,18.042303627637732,0,0.0,0.0,0.0,0.0,1.0
proton,79.22285501685273,22,0.0,0.0,0.0,0.0,1.0
proton,29.822613057233326,0,0.0,0.0,0.0,0.0,1.0
proton,10.688344369153253,0,0.0,0.0,0.0,0.0,1.0
proton,51.464388504066406,4,0.0,0.0,0.0,0.0,1.0
proton,68.40685645029977,8,0.0,0.0,0.0,0.0,1.0
proton,50.53103225059409,8,0.0,0.0,0.0,0.0,1.0
proton,25.102325491205562,0,0.0,0.0,0.0,0.0,1.0
proton,89.490996586739,19,0.0,0.0,0.0,0.0,1.0
proton,55.05525805104633,9,0.0,0.0,0.0,0.0,1.0
proton,81.54151966337058,9,0.0,0.0,0.0,0.0,1.0
proton,31.800943914516107,2,0.0,0.0,0.0,0.0,1.0
proton,81.97059112229739,25,0.0,0.0,0.0,0.0,1.0
proton,38.56265846611804,5,0.0,0.0,0.0,0.0,1.0
proton,38.249476137155504,5,0.0,0.0,0.0,0.0,1.0
proton,92.72110730045279,15,0.0,0.0,0.0,0.0,1.0
proton,6.37023665486625,0,0.0,0.0,0.0,0.0,1.0
proton,62.14383590301709,8,0.0,0.0,0.0,0.0,1.0
proton,91.7724090235869,12,0.0,0.0,0.0,0.0,1.0
proton,58.90177161273944,7,0.0,0.0,0.0,0.0,1.0
proton,59.9674302387789,9,0.0,0.0,0.0,0.0,1.0
proton,61.642863902440375,8,0.0,0.0,0.0,0.0,1.0
proton,75.11295340490979,20,0.0,0.0,0.0,0.0,1.0
proton,47.680160921763964,13,0.0,0.0,0.0,0.0,1.0
proton,55.7750535437002,7,0.0,0.0,0.0,0.0,1.0
proton,49.88235060916088,10,0.0,0.0,0.0,0.0,1.0
proton,54.03314368396025,15,0.0,0.0,0.0,0.0,1.0
proton,89.9618876900189,8,0.0,0.0,0.0,0.0,1.0
proton,93.85839710482094,11,0.0,0.0,0.0,0.0,1.0
proton,16.93552981007533,0,0.0,0.0,0.0,0.0,1.0
proton,23.02833699678881,0,0.0,0.0,0.0,0.0,1.0
proton,44.19668481262218,7,0.0,0.0,0.0,0.0,1.0
proton,68.93086382511738,14,0.0,0.0,0.0,0.0,1.0
proton,90.87262142472069,15,0.0,0.0,0.0,0.0,1.0
proton,12.272304245683458,0,0.0,0.0,0.0,0.0,1.0
proton,27.60879963480574,0,0.0,0.0,0.0,0.0,1.0
proton,6.386596684468593,0,0.0,0.0,0.0,0.0,1.0
proton,53.747237384747805,12,0.0,0.0,0.0,0.0,1.0
proton,81.01174331996454,6,0.0,0.0,0.0,0.0,1.0
proton,30.157827761959513,0,0.0,0.0,0.0,0.0,1.0
proton,16.761084424273026,0,0.0,0.0,0.0,0.0,1.0
proton,40.99945114511598,8,0.0,0.0,0.0,0.0,1.0
proton,17.093400378776977,0,0.0,0.0,0.0,0.0,1.0
proton,33.047701753688486,4,0.0,0.0,0.0,0.0,1.0
proton,96.19836002179852,15,0.0,0.0,0.0,0.0,1.0
proton,58.4508940049752,10,0.0,0.0,0.0,0.0,1.0
proton,16.656303404283474,0,0.0,0.0,0.0,0.0,1.0
proton,79.29377288656487,14,0.0,0.0,0.0,0.0,1.0
proton,48.85721101177225,6,0.0,0.0,0.0,0.0,1.0
proton,99.6363788429583,10,0.0,0.0,0.0,0.0,1.0
proton,19.331420904457453,0,0.0,0.0,0.0,0.0,1.0
proton,95.43396712850756,13,0.0,0.0,0.0,0.0,1.0
proton,95.31338315285659,10,0.0,0.0,0.0,0.0,1.0
proton,84.12731560897421,16,0.0,0.0,0.0,0.0,1.0
proton,51.51309299891151,6,0.0,0.0,0.0,0.0,1.0
proton,89.5142819516783,25,0.0,0.0,0.0,0.0,1.0
proton,39.78965024156648,4,0.0,0.0,0.0,0.0,1.0
proton,41.23600155184152,8,0.0,0.0,0.0,0.0,1.0
proton,8.4135570552933,0,0.0,0.0,0.0,0.0,1.0
proton,88.73591365824404,9,0.0,0.0,0.0,0.0,1.0
proton,22.397224372981256,0,0.0,0.0,0.0,0.0,1.0
proton,76.27756645010861,14,0.0,0.0,0.0,0.0,1.0
proton,25.815255707118293,0,0.0,0.0,0.0,0.0,1.0
proton,66.92969874973393,6,0.0,0.0,0.0,0.0,1.0
proton,24.73948766443654,0,0.0,0.0,0.0,0.0,1.0
proton,54.56268322882057,10,0.0,0.0,0.0,0.0,1.0
proton,3.9244141305677536,0,0.0,0.0,0.0,0.0,1.0
proton,60.61368468566379,15,0.0,0.0,0.0,0.0,1.0
proton,71.24280379454643,10,0.0,0.0,0.0,0.0,1.0
proton,3.4021884549882886,0,0.0,0.0,0.0,0.0,1.0
proton,86.34082420338288,20,0.0,0.0,0.0,0.0,1.0
proton,3.455057748394485,0,0.0,0.0,0.0,0.0,1.0
proton,34.273477908622425,4,0.0,0.0,0.0,0.0,1.0
proton,36.05469061924628,9,0.0,0.0,0.0,0.0,1.0
proton,42.14989122139386,8,0.0,0.0,0.0,0.0,1.0
proton,35.343580790494514,1,0.0,0.0,0.0,0.0,1.0
proton,20.414965111572243,0,0.0,0.0,0.0,0.0,1.0
proton,15.91662221140185,0,0.0,0.0,0.0,0.0,1.0
proton,63.687270611982015,12,0.0,0.0,0.0,0.0,1.0
proton,51.466725375323016,6,0.0,0.0,0.0,0.0,1.0
proton,82.23226068968789,10,0.0,0.0,0.0,0.0,1.0
proton,47.75113783560043,11,0.0,0.0,0.0,0.0,1.0
proton,91.83817679712742,22,0.0,0.0,0.0,0.0,1.0
proton,66.47083704937714,13,0.0,0.0,0.0,0.0,1.0
proton,37.428071953407944,4,0.0,0.0,0.0,0.0,1.0
proton,75.19353391613123,13,0.0,0.0,0.0,0.0,1.0
proton,84.52520131816574,7,0.0,0.0,0.0,0.0,1.0
proton,34.633049276273624,4,0.0,0.0,0.0,0.0,1.0
proton,22.501630485632443,0,0.0,0.0,0.0,0.0,1.0
proton,9.122924022178054,0,0.0,0.0,0.0,0.0,1.0
proton,31.42921889875656,1,0.0,0.0,0.0,0.0,1.0
proton,2.5173651887483,0,0.0,0.0,0.0,0.0,1.0
proton,43.64759981899089,6,0.0,0.0,0.0,0.0,1.0
proton,38.122239642773536,6,0.0,0.0,0.0,0.0,1.0
proton,93.7842800391775,10,0.0,0.0,0.0,0.0,1.0
proton,27.68436468314655,0,0.0,0.0,0.0,0.0,1.0
proton,37.315276659970124,5,0.0,0.0,0.0,0.0,1.0
proton,95.75723966706569,14,0.0,0.0,0.0,0.0,1.0
proton,36.19093327269841,4,0.0,0.0,0.0,0.0,1.0
proton,59.591328977153616,14,0.0,0.0,0.0,0.0,1.0
proton,73.05616522454021,10,0.0,0.0,0.0,0.0,1.0
proton,32.09401298314481,1,0.0,0.0,0.0,0.0,1.0
proton,11.581550375072403,0,0.0,0.0,0.0,0.0,1.0
proton,29.701223600981123,0,0.0,0.0,0.0,0.0,1.0
proton,10.76987205498302,0,0.0,0.0,0.0,0.0,1.0
proton,90.89402178519433,14,0.0,0.0,0.0,0.0,1.0
proton,51.92618245646243,7,0.0,0.0,0.0,0.0,1.0
proton,98.85995989848065,13,0.0,0.0,0.0,0.0,1.0
proton,31.473168304429052,1,0.0,0.0,0.0,0.0,1.0
proton,51.28638771904142,13,0.0,0.0,0.0,0.0,1.0
proton,33.554960644828526,3,0.0,0.0,0.0,0.0,1.0
proton,38.19656568921539,8,0.0,0.0,0.0,0.0,1.0
proton,56.18977002607901,13,0.0,0.0,0.0,0.0,1.0
proton,17.08719095131243,0,0.0,0.0,0.0,0.0,1.0
proton,92.02983596976166,17,0.0,0.0,0.0,0.0,1.0
proton,29.912466419157596,0,0.0,0.0,0.0,0.0,1.0
proton,21.99685501123946,0,0.0,0.0,0.0,0.0,1.0
proton,94.09112971467935,9,0.0,0.0,0.0,0.0,1.0
proton,61.43200608731342,8,0.0,0.0,0.0,0.0,1.0
proton,7.355584495199171,0,0.0,0.0,0.0,0.0,1.0
proton,58.201862144630425,13,0.0,0.0,0.0,0.0,1.0
proton,5.6820898401912485,0,0.0,0.0,0.0,0.0,1.0
proton,90.48635248345109,15,0.0,0.0,0.0,0.0,1.0
proton,47.48379549579625,10,0.0,0.0,0.0,0.0,1.0
proton,88.90963789978579,17,0.0,0.0,0.0,0.0,1.0
proton,56.05653833077323,10,0.0,0.0,0.0,0.0,1.0
proton,88.38362590301405,11,0.0,0.0,0.0,0.0,1.0
proton,30.68891947036364,1,0.0,0.0,0.0,0.0,1.0
proton,43.10599036003048,7,0.0,0.0,0.0,0.0,1.0
proton,20.821565352233957,0,0.0,0.0,0.0,0.0,1.0
proton,32.20799021899504,2,0.0,0.0,0.0,0.0,1.0
proton,66.65901009152464,16,0.0,0.0,0.0,0.0,1.0
proton,54.049409366708126,5,0.0,0.0,0.0,0.0,1.0
proton,65.83647204008426,16,0.0,0.0,0.0,0.0,1.0
proton,15.637104376341206,0,0.0,0.0,0.0,0.0,1.0
proton,43.39628969771887,3,0.0,0.0,0.0,0.0,1.0
proton,99.33381961150707,8,0.0,0.0,0.0,0.0,1.0
proton,90.80912893277451,15,0.0,0.0,0.0,0.0,1.0
proton,36.15789533659363,4,0.0,0.0,0.0,0.0,1.0
proton,71.21655597253469,17,0.0,0.0,0.0,0.0,1.0
proton,58.74422411633536,13,0.0,0.0,0.0,0.0,1.0
proton,45.763531935422535,6,0.0,0.0,0.0,0.0,1.0
proton,86.6628295954949,16,0.0,0.0,0.0,0.0,1.0
proton,36.512083542156205,3,0.0,0.0,0.0,0.0,1.0
proton,24.55105011133924,0,0.0,0.0,0.0,0.0,1.0
proton,18.677726589187838,0,0.0,0.0,0.0,0.0,1.0
proton,24.60811749715278,0,0.0,0.0,0.0,0.0,1.0
proton,63.74518668111234,20,0.0,0.0,0.0,0.0,1.0
proton,83.47279323268236,15,0.0,0.0,0.0,0.0,1.0
proton,41.39010083101232,9,0.0,0.0,0.0,0.0,1.0
proton,41.19451957293094,3,0.0,0.0,0.0,0.0,1.0
proton,45.853099387314074,8,0.0,0.0,0.0,0.0,1.0
proton,9.621429768930572,0,0.0,0.0,0.0,0.0,1.0
proton,35.93272544266728,8,0.0,0.0,0.0,0.0,1.0
proton,6.035628113911373,0,0.0,0.0,0.0,0.0,1.0
proton,38.747334229739316,9,0.0,0.0,0.0,0.0,1.0
proton,45.858630611680795,10,0.0,0.0,0.0,0.0,1.0
proton,90.8109851432799,12,0.0,0.0,0.0,0.0,1.0
proton,15.906642195941442,0,0.0,0.0,0.0,0.0,1.0
proton,42.92081142024378,10,0.0,0.0,0.0,0.0,1.0
proton,78.05500944668252,13,0.0,0.0,0.0,0.0,1.0
proton,79.88404564206925,12,0.0,0.0,0.0,0.0,1.0
proton,4.499601474084266,0,0.0,0.0,0.0,0.0,1.0
proton,53.32274922059558,16,0.0,0.0,0.0,0.0,1.0
proton,58.99653937556187,15,0.0,0.0,0.0,0.0,1.0
proton,45.313872083667945,9,0.0,0.0,0.0,0.0,1.0
proton,67.15809178743527,9,0.0,0.0,0.0,0.0,1.0
proton,22.28075101802689,0,0.0,0.0,0.0,0.0,1.0
proton,65.90018376495291,11,0.0,0.0,0.0,0.0,1.0
proton,29.095743795053476,0,0.0,0.0,0.0,0.0,1.0
proton,72.40161186505286,11,0.0,0.0,0.0,0.0,1.0
proton,32.488000859801616,3,0.0,0.0,0.0,0.0,1.0
proton,71.11578458352464,12,0.0,0.0,0.0,0.0,1.0
proton,92.04597492236594,15,0.0,0.0,0.0,0.0,1.0
proton,85.24910152090253,15,0.0,0.0,0.0,0.0,1.0
proton,46.887779692158944,10,0.0,0.0,0.0,0.0,1.0
proton,17.0667574040222,0,0.0,0.0,0.0,0.0,1.0
proton,70.85978725009234,10,0.0,0.0,0.0,0.0,1.0
proton,61.922516290082136,13,0.0,0.0,0.0,0.0,1.0
proton,42.5631951582768,11,0.0,0.0,0.0,0.0,1.0
proton,29.64852801725269,0,0.0,0.0,0.0,0.0,1.0
proton,72.04884621410334,12,0.0,0.0,0.0,0.0,1.0
proton,22.705301172022267,0,0.0,0.0,0.0,0.0,1.0
proton,94.8960840961128,16,0.0,0.0,0.0,0.0,1.0
proton,84.2391677657621,13,0.0,0.0,0.0,0.0,1.0
proton,85.65270558192053,12,0.0,0.0,0.0,0.0,1.0
proton,8.633012613649196,0,0.0,0.0,0.0,0.0,1.0
proton,39.98423850295097,6,0.0,0.0,0.0,0.0,1.0
proton,68.5080016183352,9,0.0,0.0,0.0,0.0,1.0
proton,93.26598067809147,20,0.0,0.0,0.0,0.0,1.0
proton,70.4176944625984,12,0.0,0.0,0.0,0.0,1.0
proton,48.140390187604496,9,0.0,0.0,0.0,0.0,1.0
proton,41.30630142556556,9,0.0,0.0,0.0,0.0,1.0
proton,55.47102695211646,11,0.0,0.0,0.0,0.0,1.0
proton,77.20257389364646,11,0.0,0.0,0.0,0.0,1.0
proton,50.59453553038381,12,0.0,0.0,0.0,0.0,1.0
proton,12.203179930956612,0,0.0,0.0,0.0,0.0,1.0
proton,51.96404290637686,9,0.0,0.0,0.0,0.0,1.0
proton,10.273126602529826,0,0.0,0.0,0.0,0.0,1.0
proton,7.917633127798752,0,0.0,0.0,0.0,0.0,1.0
proton,87.0478055624454,13,0.0,0.0,0.0,0.0,1.0
proton,30.713436457432536,0,0.0,0.0,0.0,0.0,1.0
proton,81.86284222306593,7,0.0,0.0,0.0,0.0,1.0
proton,38.0744235547169,8,0.0,0.0,0.0,0.0,1.0
proton,11.917129243914909,0,0.0,0.0,0.0,0.0,1.0
proton,62.866383709126936,14,0.0,0.0,0.0,0.0,1.0
proton,42.76099777274359,9,0.0,0.0,0.0,0.0,1.0
proton,91.4650422701545,18,0.0,0.0,0.0,0.0,1.0
proton,26.891251721597275,0,0.0,0.0,0.0,0.0,1.0
proton,56.14577894231434,8,0.0,0.0,0.0,0.0,1.0
proton,76.98520898254628,9,0.0,0.0,0.0,0.0,1.0
proton,77.16707921995386,11,0.0,0.0,0.0,0.0,1.0
proton,63.10965637933528,15,0.0,0.0,0.0,0.0,1.0
proton,76.54572149136803,15,0.0,0.0,0.0,0.0,1.0
proton,59.166187406530554,13,0.0,0.0,0.0,0.0,1.0
proton,65.00860671955229,23,0.0,0.0,0.0,0.0,1.0
proton,78.28808813279646,12,0.0,0.0,0.0,0.0,1.0
proton,92.78574626382107,14,0.0,0.0,0.0,0.0,1.0
proton,18.129296048256517,0,0.0,0.0,0.0,0.0,1.0
proton,95.24978004830271,14,0.0,0.0,0.0,0.0,1.0
proton,55.83885181968944,7,0.0,0.0,0.0,0.0,1.0
proton,75.06964204228802,7,0.0,0.0,0.0,0.0,1.0
proton,85.65600154639566,11,0.0,0.0,0.0,0.0,1.0
proton,64.1089969348978,13,0.0,0.0,0.0,0.0,1.0
proton,11.498713194861821,0,0.0,0.0,0.0,0.0,1.0
proton,62.01529124431358,9,0.0,0.0,0.0,0.0,1.0
proton,66.1980953350809,10,0.0,0.0,0.0,0.0,1.0
proton,32.597797597510805,4,0.0,0.0,0.0,0.0,1.0
proton,30.28687089257763,0,0.0,0.0,0.0,0.0,1.0
proton,56.52642922282741,8,0.0,0.0,0.0,0.0,1.0
proton,24.786647470278254,0,0.0,0.0,0.0,0.0,1.0
proton,20.710470719659543,0,0.0,0.0,0.0,0.0,1.0
proton,63.97574801089485,7,0.0,0.0,0.0,0.0,1.0
proton,15.323632730198465,0,0.0,0.0,0.0,0.0,1.0
proton,82.37549070353819,16,0.0,0.0,0.0,0.0,1.0
proton,76.396863871283,20,0.0,0.0,0.0,0.0,1.0
proton,58.664606714790416,9,0.0,0.0,0.0,0.0,1.0
proton,18.13119221490176,0,0.0,0.0,0.0,0.0,1.0
proton,36.202954238138595,2,0.0,0.0,0.0,0.0,1.0
proton,30.961660463219715,2,0.0,0.0,0.0,0.0,1.0
proton,38.238239907658475,6,0.0,0.0,0.0,0.0,1.0
proton,53.64984491433097,11,0.0,0.0,0.0,0.0,1.0
proton,86.97130323143327,14,0.0,0.0,0.0,0.0,1.0
proton,8.504472585180908,0,0.0,0.0,0.0,0.0,1.0
proton,96.66504153852172,8,0.0,0.0,0.0,0.0,1.0
proton,17.447587571908294,0,0.0,0.0,0.0,0.0,1.0
proton,12.305977867531185,0,0.0,0.0,0.0,0.0,1.0
proton,29.18239934494884,0,0.0,0.0,0.0,0.0,1.0
proton,89.13349573117439,13,0.0,0.0,0.0,0.0,1.0
proton,48.98229047114692,9,0.0,0.0,0.0,0.0,1.0
proton,6.534769144677342,0,0.0,0.0,0.0,0.0,1.0
proton,3.0649893168387163,0,0.0,0.0,0.0,0.0,1.0
proton,97.58606448852107,15,0.0,0.0,0.0,0.0,1.0
proton,61.90807605738004,15,0.0,0.0,0.0,0.0,1.0
proton,66.23449098424729,5,0.0,0.0,0.0,0.0,1.0
proton,70.81341317708015,14,0.0,0.0,0.0,0.0,1.0
proton,83.08860160198837,13,0.0,0.0,0.0,0.0,1.0
proton,63.84996641143881,13,0.0,0.0,0.0,0.0,1.0
proton,59.215387396596185,9,0.0,0.0,0.0,0.0,1.0
proton,73.7354747900026,12,0.0,0.0,0.0,0.0,1.0
proton,72.68398866458807,13,0.0,0.0,0.0,0.0,1.0
proton,25.51687650148276,0,0.0,0.0,0.0,0.0,1.0
proton,51.28726537202952,16,0.0,0.0,0.0,0.0,1.0
proton,86.4689414482317,9,0.0,0.0,0.0,0.0,1.0
proton,72.07768497460268,9,0.0,0.0,0.0,0.0,1.0
proton,74.28411428815664,10,0.0,0.0,0.0,0.0,1.0
proton,79.84860592813824,13,0.0,0.0,0.0,0.0,1.0
proton,42.830906327696745,9,0.0,0.0,0.0,0.0,1.0
proton,13.274058804434365,0,0.0,0.0,0.0,0.0,1.0
proton,46.22331260007864,11,0.0,0.0,0.0,0.0,1.0
proton,2.6907764390530398,0,0.0,0.0,0.0,0.0,1.0
proton,10.890805924322997,0,0.0,0.0,0.0,0.0,1.0
proton,25.110769915443164,0,0.0,0.0,0.0,0.0,1.0
proton,63.08520744540799,12,0.0,0.0,0.0,0.0,1.0
proton,39.58928818545804,9,0.0,0.0,0.0,0.0,1.0
proton,71.61444921881474,14,0.0,0.0,0.0,0.0,1.0
proton,3.477014777536743,0,0.0,0.0,0.0,0.0,1.0
proton,31.509107110923274,1,0.0,0.0,0.0,0.0,1.0
proton,35.14913980787358,4,0.0,0.0,0.0,0.0,1.0
proton,41.68607181660154,6,0.0,0.0,0.0,0.0,1.0
proton,7.408084905610852,0,0.0,0.0,0.0,0.0,1.0
proton,57.063532243939314,9,0.0,0.0,0.0,0.0,1.0
proton,36.95765178370645,12,0.0,0.0,0.0,0.0,1.0
proton,67.30479788100357,13,0.0,0.0,0.0,0.0,1.0
proton,21.652168198390676,0,0.0,0.0,0.0,0.0,1.0
proton,83.61367368132355,11,0.0,0.0,0.0,0.0,1.0
proton,47.937167104260496,6,0.0,0.0,0.0,0.0,1.0
proton,72.89662213685006,9,0.0,0.0,0.0,0.0,1.0
proton,3.73541786052686,0,0.0,0.0,0.0,0.0,1.0
proton,39.63462322761034,6,0.0,0.0,0.0,0.0,1.0
proton,91.92858798457225,12,0.0,0.0,0.0,0.0,1.0
proton,13.088148836704697,0,0.0,0.0,0.0,0.0,1.0
proton,27.697327526496178,0,0.0,0.0,0.0,0.0,1.0
proton,64.28355019675142,5,0.0,0.0,0.0,0.0,1.0
proton,71.74757987113166,11,0.0,0.0,0.0,0.0,1.0
proton,39.07348838134648,9,0.0,0.0,0.0,0.0,1.0
proton,5.4295289023517475,0,0.0,0.0,0.0,0.0,1.0
proton,47.88703985922752,8,0.0,0.0,0.0,0.0,1.0
proton,46.10527117975053,8,0.0,0.0,0.0,0.0,1.0
proton,79.3077703699912,12,0.0,0.0,0.0,0.0,1.0
proton,60.103909740621575,16,0.0,0.0,0.0,0.0,1.0
proton,13.986133301778118,0,0.0,0.0,0.0,0.0,1.0
proton,22.86750906012724,0,0.0,0.0,0.0,0.0,1.0
proton,52.725808790176885,13,0.0,0.0,0.0,0.0,1.0
proton,87.9405114546702,12,0.0,0.0,0.0,0.0,1.0
proton,38.14895842638409,2,0.0,0.0,0.0,0.0,1.0
proton,34.35402790950159,3,0.0,0.0,0.0,0.0,1.0
proton,74.03916378274403,11,0.0,0.0,0.0,0.0,1.0
proton,63.73531337761268,11,0.0,0.0,0.0,0.0,1.0
proton,93.73570414183189,16,0.0,0.0,0.0,0.0,1.0
proton,65.32301775801545,12,0.0,0.0,0.0,0.0,1.0
proton,56.013822502822144,12,0.0,0.0,0.0,0.0,1.0
proton,73.7519854794141,16,0.0,0.0,0.0,0.0,1.0
proton,69.66272526630368,8,0.0,0.0,0.0,0.0,1.0
proton,25.22608599804767,0,0.0,0.0,0.0,0.0,1.0
proton,39.334070556812634,6,0.0,0.0,0.0,0.0,1.0
proton,3.2305007177571032,0,0.0,0.0,0.0,0.0,1.0
proton,28.622098521266384,0,0.0,0.0,0.0,0.0,1.0
proton,48.600371292631614,15,0.0,0.0,0.0,0.0,1.0
proton,48.78690722388884,8,0.0,0.0,0.0,0.0,1.0
proton,22.65351932212194,0,0.0,0.0,0.0,0.0,1.0
proton,45.96146324915147,4,0.0,0.0,0.0,0.0,1.0
proton,28.79287859711681,0,0.0,0.0,0.0,0.0,1.0
proton,20.002671273076892,0,0.0,0.0,0.0,0.0,1.0
proton,84.87368905288702,14,0.0,0.0,0.0,0.0,1.0
proton,30.585081380243004,1,0.0,0.0,0.0,0.0,1.0
proton,43.43802056883334,11,0.0,0.0,0.0,0.0,1.0
proton,5.654739647165043,0,0.0,0.0,0.0,0.0,1.0
proton,22.327655441638065,0,0.0,0.0,0.0,0.0,1.0
proton,82.87530840200755,12,0.0,0.0,0.0,0.0,1.0
proton,32.39732191722359,1,0.0,0.0,0.0,0.0,1.0
proton,9.406870191820463,0,0.0,0.0,0.0,0.0,1.0
proton,68.58012669369856,13,0.0,0.0,0.0,0.0,1.0
proton,23.19945760762533,0,0.0,0.0,0.0,0.0,1.0
proton,12.993311622687827,0,0.0,0.0,0.0,0.0,1.0
proton,68.9710092252172,7,0.0,0.0,0.0,0.0,1.0
proton,41.1716738988671,5,0.0,0.0,0.0,0.0,1.0
proton,59.7061876960329,12,0.0,0.0,0.0,0.0,1.0
proton,59.35072171533722,15,0.0,0.0,0.0,0.0,1.0
proton,78.77396465054785,11,0.0,0.0,0.0,0.0,1.0
proton,56.309878653923434,6,0.0,0.0,0.0,0.0,1.0
